Data do Negócio,Tipo de Movimentação,Mercado,Prazo/Vencimento,Instituição,Código de Negociação,Quantidade,Preço,Valor
25/09/2025,Compra,Mercado Fracionário,-,BANCO BTG PACTUAL S/A,BMEB4F,1," R$53,99 "," R$53,99 "
25/09/2025,Compra,Mercado Fracionário,-,BANCO BTG PACTUAL S/A,BPAC11F,1," R$47,84 "," R$47,84 "
25/09/2025,Compra,Mercado à Vista,-,BANCO BTG PACTUAL S/A,BRCR11,1," R$43,47 "," R$43,47 "
25/09/2025,Compra,Mercado à Vista,-,BANCO BTG PACTUAL S/A,CCME11,6," R$8,80 "," R$52,80 "
25/09/2025,Compra,Mercado Fracionário,-,BANCO BTG PACTUAL S/A,CEBR5F,2," R$23,23 "," R$46,46 "
25/09/2025,Compra,Mercado Fracionário,-,BANCO BTG PACTUAL S/A,CMIG4F,4," R$11,25 "," R$45,00 "
25/09/2025,Compra,Mercado Fracionário,-,BANCO BTG PACTUAL S/A,CPLE6F,4," R$12,81 "," R$51,24 "
25/09/2025,Compra,Mercado à Vista,-,BANCO BTG PACTUAL S/A,CPTS11,10," R$7,56 "," R$75,60 "
25/09/2025,Compra,Mercado Fracionário,-,BANCO BTG PACTUAL S/A,CSMG3F,2," R$33,69 "," R$67,38 "
25/09/2025,Compra,Mercado à Vista,-,BANCO BTG PACTUAL S/A,CXAG11,1," R$74,85 "," R$74,85 "
25/09/2025,Compra,Renda Fixa,-,BANCO BTG PACTUAL S/A,DEBB11,7," R$15,09 "," R$105,63 "
25/09/2025,Compra,Mercado à Vista,-,BANCO BTG PACTUAL S/A,DIVO11,1," R$106,86 "," R$106,86 "
25/09/2025,Compra,Mercado à Vista,-,BANCO BTG PACTUAL S/A,ELAS11,1," R$141,08 "," R$141,08 "
25/09/2025,Compra,Mercado Fracionário,-,BANCO BTG PACTUAL S/A,EMBR3F,1," R$79,39 "," R$79,39 "
25/09/2025,Compra,Mercado Fracionário,-,BANCO BTG PACTUAL S/A,EQTL3F,1," R$36,83 "," R$36,83 "
25/09/2025,Compra,Mercado à Vista,-,BANCO BTG PACTUAL S/A,FIND11,1," R$154,12 "," R$154,12 "
25/09/2025,Compra,Mercado à Vista,-,BANCO BTG PACTUAL S/A,GOVE11,1," R$63,81 "," R$63,81 "
25/09/2025,Compra,Mercado à Vista,-,BANCO BTG PACTUAL S/A,HABT11,1," R$77,22 "," R$77,22 "
25/09/2025,Compra,Mercado à Vista,-,BANCO BTG PACTUAL S/A,HGBS11,3," R$20,21 "," R$60,63 "
25/09/2025,Compra,Renda Fixa,-,BANCO BTG PACTUAL S/A,IRFM11,1," R$93,69 "," R$93,69 "
25/09/2025,Compra,Mercado Fracionário,-,BANCO BTG PACTUAL S/A,ITSA4F,5," R$11,37 "," R$56,85 "
25/09/2025,Compra,Mercado Fracionário,-,BANCO BTG PACTUAL S/A,ITUB4F,1," R$38,87 "," R$38,87 "
25/09/2025,Compra,Mercado à Vista,-,BANCO BTG PACTUAL S/A,JSRE11,1," R$61,88 "," R$61,88 "
25/09/2025,Compra,Mercado à Vista,-,BANCO BTG PACTUAL S/A,JURO11,1," R$99,84 "," R$99,84 "
25/09/2025,Compra,Mercado à Vista,-,BANCO BTG PACTUAL S/A,KNCA11,1," R$94,34 "," R$94,34 "
25/09/2025,Compra,Mercado à Vista,-,BANCO BTG PACTUAL S/A,KNCR11,1," R$105,03 "," R$105,03 "
25/09/2025,Compra,Mercado à Vista,-,BANCO BTG PACTUAL S/A,KNSC11,10," R$8,74 "," R$87,40 "
25/09/2025,Compra,Renda Fixa,-,BANCO BTG PACTUAL S/A,LFTS11,1," R$140,30 "," R$140,30 "
25/09/2025,Compra,Mercado à Vista,-,BANCO BTG PACTUAL S/A,MILL11,1," R$81,85 "," R$81,85 "
25/09/2025,Compra,Mercado à Vista,-,BANCO BTG PACTUAL S/A,MXRF11,10," R$9,81 "," R$98,10 "
25/09/2025,Compra,Renda Fixa,-,BANCO BTG PACTUAL S/A,NTNS11,2," R$60,13 "," R$120,26 "
25/09/2025,Compra,Mercado à Vista,-,BANCO BTG PACTUAL S/A,PATL11,1," R$58,47 "," R$58,47 "
25/09/2025,Compra,Mercado Fracionário,-,BANCO BTG PACTUAL S/A,PETR4F,2," R$32,40 "," R$64,80 "
25/09/2025,Compra,Mercado Fracionário,-,BANCO BTG PACTUAL S/A,PRIO3F,1," R$39,05 "," R$39,05 "
25/09/2025,Compra,Mercado Fracionário,25/09/2025,BANCO BTG PACTUAL S/A,PSSA3F,1," R$50,65 "," R$50,65 "
25/09/2025,Compra,Mercado à Vista,-,BANCO BTG PACTUAL S/A,RZAG11,6," R$9,13 "," R$54,78 "
25/09/2025,Compra,Mercado à Vista,-,BANCO BTG PACTUAL S/A,RZAK11,1," R$81,73 "," R$81,73 "
25/09/2025,Compra,Mercado Fracionário,-,BANCO BTG PACTUAL S/A,SAPR4F,7," R$7,17 "," R$50,19 "
25/09/2025,Compra,Mercado Fracionário,-,BANCO BTG PACTUAL S/A,SLCE3F,3," R$16,50 "," R$49,50 "
25/09/2025,Compra,Mercado Fracionário,-,BANCO BTG PACTUAL S/A,TAEE11F,1," R$36,40 "," R$36,40 "
25/09/2025,Compra,Mercado à Vista,-,BANCO BTG PACTUAL S/A,TEPP11,1," R$81,65 "," R$81,65 "
25/09/2025,Compra,Mercado Fracionário,-,BANCO BTG PACTUAL S/A,TIMS3F,2," R$22,88 "," R$45,76 "
25/09/2025,Compra,Mercado à Vista,-,BANCO BTG PACTUAL S/A,TRXF11,1," R$97,13 "," R$97,13 "
25/09/2025,Compra,Mercado Fracionário,-,BANCO BTG PACTUAL S/A,UNIP3F,1," R$62,26 "," R$62,26 "
25/09/2025,Compra,Mercado à Vista,-,BANCO BTG PACTUAL S/A,VILG11,1," R$88,58 "," R$88,58 "
25/09/2025,Compra,Mercado Fracionário,-,BANCO BTG PACTUAL S/A,VIVT3F,2," R$33,20 "," R$66,40 "
25/09/2025,Compra,Mercado Fracionário,-,BANCO BTG PACTUAL S/A,VULC3F,2," R$19,49 "," R$38,98 "
25/09/2025,Compra,Mercado Fracionário,-,BANCO BTG PACTUAL S/A,WEGE3F,1," R$36,37 "," R$36,37 "
25/09/2025,Compra,Mercado à Vista,-,BANCO BTG PACTUAL S/A,WRLD11,1," R$130,86 "," R$130,86 "
25/09/2025,Compra,Mercado à Vista,-,BANCO BTG PACTUAL S/A,XFIX11,8," R$12,63 "," R$101,04 "
25/09/2025,Compra,Mercado à Vista,-,BANCO BTG PACTUAL S/A,XPCI11,1," R$83,74 "," R$83,74 "
03/06/2025,Compra,Mercado à Vista,-,NU INVEST CORRETORA DE VALORES S.A.,CPTS11,223," R$7,34 "," R$1.636,82 "
03/06/2025,Compra,Mercado à Vista,-,NU INVEST CORRETORA DE VALORES S.A.,HABT11,19," R$82,50 "," R$1.567,50 "
03/06/2025,Compra,Mercado à Vista,-,NU INVEST CORRETORA DE VALORES S.A.,HGBS11,24," R$19,30 "," R$463,20 "
03/06/2025,Compra,Mercado à Vista,-,NU INVEST CORRETORA DE VALORES S.A.,HGBS11,14," R$19,29 "," R$270,06 "
03/06/2025,Compra,Mercado à Vista,-,NU INVEST CORRETORA DE VALORES S.A.,HGCR11,17," R$95,25 "," R$1.619,25 "
03/06/2025,Compra,Mercado à Vista,-,NU INVEST CORRETORA DE VALORES S.A.,HTMX11,5," R$143,15 "," R$715,75 "
03/06/2025,Compra,Mercado à Vista,-,NU INVEST CORRETORA DE VALORES S.A.,TGAR11,7," R$88,10 "," R$616,70 "
03/06/2025,Compra,Mercado à Vista,-,NU INVEST CORRETORA DE VALORES S.A.,TGAR11,5," R$88,09 "," R$440,45 "
03/06/2025,Compra,Mercado à Vista,-,NU INVEST CORRETORA DE VALORES S.A.,TGAR11,6," R$88,11 "," R$528,66 "
19/05/2025,Compra,Mercado à Vista,26/05/2025,NU INVEST CORRETORA DE VALORES S.A.,BEEF1,100," R$0,66 "," R$66,00 "
27/09/2024,Compra,Mercado à Vista,-,NU INVEST CORRETORA DE VALORES S.A.,BBGO11,5," R$79,28 "," R$396,40 "
27/09/2024,Compra,Mercado à Vista,-,NU INVEST CORRETORA DE VALORES S.A.,BCIA11,4," R$93,96 "," R$375,84 "
27/09/2024,Compra,Mercado à Vista,-,NU INVEST CORRETORA DE VALORES S.A.,CPTS11,51," R$7,84 "," R$399,84 "
27/09/2024,Compra,Mercado à Vista,-,NU INVEST CORRETORA DE VALORES S.A.,HABT11,5," R$86,60 "," R$433,00 "
27/09/2024,Compra,Mercado à Vista,-,NU INVEST CORRETORA DE VALORES S.A.,HGBS11,2," R$201,96 "," R$403,92 "
27/09/2024,Compra,Mercado à Vista,-,NU INVEST CORRETORA DE VALORES S.A.,HGCR11,4," R$101,60 "," R$406,40 "
27/09/2024,Compra,Mercado à Vista,-,NU INVEST CORRETORA DE VALORES S.A.,HTMX11,2," R$199,26 "," R$398,52 "
27/09/2024,Compra,Mercado à Vista,-,NU INVEST CORRETORA DE VALORES S.A.,KNCA11,4," R$103,11 "," R$412,44 "
27/09/2024,Compra,Mercado à Vista,-,NU INVEST CORRETORA DE VALORES S.A.,MXRF11,40," R$9,97 "," R$398,80 "
27/09/2024,Compra,Mercado à Vista,-,NU INVEST CORRETORA DE VALORES S.A.,RBRX11,49," R$8,28 "," R$405,72 "
27/09/2024,Compra,Mercado à Vista,-,NU INVEST CORRETORA DE VALORES S.A.,RZAK11,5," R$79,10 "," R$395,50 "
27/09/2024,Compra,Mercado à Vista,-,NU INVEST CORRETORA DE VALORES S.A.,SNAG11,40," R$10,02 "," R$400,80 "
27/09/2024,Compra,Mercado à Vista,-,NU INVEST CORRETORA DE VALORES S.A.,TEPP11,5," R$87,20 "," R$436,00 "
27/09/2024,Compra,Mercado à Vista,-,NU INVEST CORRETORA DE VALORES S.A.,TGAR11,4," R$111,87 "," R$447,48 "
06/09/2024,Compra,Mercado à Vista,-,NU INVEST CORRETORA DE VALORES S.A.,KNSC11,550," R$9,20 "," R$5.060,00 "
02/05/2024,Compra,Mercado Fracionário,-,GENIAL INSTITUCIONAL CCTVM S/A,B3SA3F,3," R$11,00 "," R$33,00 "
17/04/2024,Compra,Mercado Fracionário,-,GENIAL INSTITUCIONAL CCTVM S/A,BBDC4F,4," R$13,80 "," R$55,20 "
15/04/2024,Compra,Mercado Fracionário,-,GENIAL INSTITUCIONAL CCTVM S/A,B3SA3F,10," R$11,53 "," R$115,30 "
08/04/2024,Compra,Mercado Fracionário,-,GENIAL INSTITUCIONAL CCTVM S/A,B3SA3F,3," R$12,15 "," R$36,45 "
08/04/2024,Compra,Mercado Fracionário,-,GENIAL INSTITUCIONAL CCTVM S/A,B3SA3F,10," R$12,15 "," R$121,50 "
08/04/2024,Compra,Mercado Fracionário,-,GENIAL INSTITUCIONAL CCTVM S/A,BBDC4F,10," R$14,60 "," R$146,00 "
04/04/2024,Compra,Mercado Fracionário,-,GENIAL INSTITUCIONAL CCTVM S/A,VALE3F,3," R$61,02 "," R$183,06 "
22/07/2021,Compra,Mercado Fracionário,-,NU INVEST CORRETORA DE VALORES S.A.,B3SA3F,10," R$16,35 "," R$163,50 "
