data_evento,categoria_evento,operacao,entrada_saida,ticker,ativo_nome,instituicao,quantidade,preco_unitario,valor_total,impacto_caixa,impacto_posicao,impacto_custo_medio,status_importacao
2026-02-13,rendimento,RENDIMENTO,CREDITO,TEPP11,TELLUS PROPERTIES - FDO INV. IMOB,NU INVEST CORRETORA DE VALORES S.A.,50,0.075,3.75,aumenta,sem alteração,não altera,OK
2026-02-13,rendimento,RENDIMENTO,CREDITO,TGAR11,FUNDO DE INVESTIMENTO IMOBILIARIO TG ATIVO REAL,NU INVEST CORRETORA DE VALORES S.A.,22,0.71,15.62,aumenta,sem alteração,não altera,OK
2026-02-13,rendimento,RENDIMENTO,CREDITO,TRXF11,TRX REAL ESTATE FDO. INV. IMOB. - FII,BANCO BTG PACTUAL S.A.,1,0.93,0.93,aumenta,sem alteração,não altera,OK
2026-02-13,rendimento,RENDIMENTO,CREDITO,VILG11,FII VINCI LG,BANCO BTG PACTUAL S.A.,1,0.8,0.8,aumenta,sem alteração,não altera,OK
2026-02-13,rendimento,RENDIMENTO,CREDITO,XPCI11,XP CREDITO IMOBILIÁRIO - FDO INV IMOB,BANCO BTG PACTUAL S.A.,1,0.88,0.88,aumenta,sem alteração,não altera,OK
2026-02-12,rendimento,RENDIMENTO,CREDITO,HABT11,HABITAT RECEBÍVEIS PULVERIZADOS - FII,BANCO BTG PACTUAL S.A.,1,0.95,0.95,aumenta,sem alteração,não altera,OK
2026-02-12,rendimento,RENDIMENTO,CREDITO,HABT11,HABITAT RECEBÍVEIS PULVERIZADOS - FII,NU INVEST CORRETORA DE VALORES S.A.,24,0.95,22.8,aumenta,sem alteração,não altera,OK
2026-02-12,rendimento,RENDIMENTO,CREDITO,KNCA11,KINEA CRÉDITO AGRO FIAGRO-IMOBILIÁRIO,BANCO BTG PACTUAL S.A.,1,1.1,1.1,aumenta,sem alteração,não altera,OK
2026-02-12,rendimento,RENDIMENTO,CREDITO,KNCA11,KINEA CRÉDITO AGRO FIAGRO-IMOBILIÁRIO,NU INVEST CORRETORA DE VALORES S.A.,4,1.1,4.4,aumenta,sem alteração,não altera,OK
2026-02-12,rendimento,RENDIMENTO,CREDITO,KNCR11,KINEA RENDIMENTOS IMOBILIÁRIOS FDO INV IMOB - FII,BANCO BTG PACTUAL S.A.,1,1.2,1.2,aumenta,sem alteração,não altera,OK
2026-02-12,rendimento,RENDIMENTO,CREDITO,KNSC11,KINEA SECURITIES FUNDO DE INVESTIMENTO IMOBILIARIO RESP LIMITADA,BANCO BTG PACTUAL S.A.,10,0.09,0.9,aumenta,sem alteração,não altera,OK
2026-02-12,rendimento,RENDIMENTO,CREDITO,KNSC11,KINEA SECURITIES FUNDO DE INVESTIMENTO IMOBILIARIO RESP LIMITADA,NU INVEST CORRETORA DE VALORES S.A.,550,0.09,49.5,aumenta,sem alteração,não altera,OK
2026-02-09,rendimento,RENDIMENTO,CREDITO,PATL11,PÁTRIA LOGÍSTICA FUNDO DE INVESTIMENTO IMOBILIÁRIO,BANCO BTG PACTUAL S.A.,1,0.57,0.57,aumenta,sem alteração,não altera,OK
2026-02-06,rendimento,RENDIMENTO,CREDITO,HTMX11,FDO INV IMOB - FII HOTEL MAXINVEST,NU INVEST CORRETORA DE VALORES S.A.,7,1,7,aumenta,sem alteração,não altera,OK
2026-02-03,resgate,APLICACAO,CREDITO,CDB,CDB2261M8JC - BANCO BTG PACTUAL S.A.,BANCO BTG PACTUAL S.A.,2,500,1000,aumenta,reduz posição,não altera para posição remanescente,OK
2026-02-02,juros sobre capital próprio,JCP,CREDITO,ITUB4,ITAU UNIBANCO HOLDING S.A,BANCO BTG PACTUAL S.A.,1.03,0.018,0.01,aumenta,sem alteração,não altera,OK
2026-01-29,rendimento,RENDIMENTO,CREDITO,BCIA11,BRADESCO CARTEIRA IMOBILIARIA ATIVA FUNDO DE FUNDOS DE INVESTIMENTO IMOBILIARIO FII,NU INVEST CORRETORA DE VALORES S.A.,4,0.86,3.44,aumenta,sem alteração,não altera,OK
2026-01-28,dividendo,DIVIDENDO,CREDITO,TAEE11,TRANSMISSORA ALIANCA DE ENERGIA ELETRICA S.A.,BANCO BTG PACTUAL S.A.,1,0.519,0.51,aumenta,sem alteração,não altera,OK
2026-01-23,rendimento,RENDIMENTO,CREDITO,RBRX11,RBR PLUS MULTIESTRATÉGIA REAL ESTATE FII,NU INVEST CORRETORA DE VALORES S.A.,49,0.09,4.41,aumenta,sem alteração,não altera,OK
2026-01-23,rendimento,RENDIMENTO,CREDITO,SNAG11,SUNO AGRO - FIAGRO-IMOBILIARIO,NU INVEST CORRETORA DE VALORES S.A.,40,0.13,5.2,aumenta,sem alteração,não altera,OK
2026-01-22,rendimento,RENDIMENTO,CREDITO,RZAK11,RIZA AKIN FDO. INV. IMOB. FII,BANCO BTG PACTUAL S.A.,1,1.1,1.1,aumenta,sem alteração,não altera,OK
2026-01-22,rendimento,RENDIMENTO,CREDITO,RZAK11,RIZA AKIN FDO. INV. IMOB. FII,NU INVEST CORRETORA DE VALORES S.A.,5,1.1,5.5,aumenta,sem alteração,não altera,OK
2026-01-20,rendimento,RENDIMENTO,CREDITO,CPTS11,CAPITANIA SECURITIES II FUNDO DE INVESTIMENTO IMOBILIARIO RESPONSABILIDADE LIMITADA,BANCO BTG PACTUAL S.A.,10,0.09,0.9,aumenta,sem alteração,não altera,OK
2026-01-20,rendimento,RENDIMENTO,CREDITO,CPTS11,CAPITANIA SECURITIES II FUNDO DE INVESTIMENTO IMOBILIARIO RESPONSABILIDADE LIMITADA,NU INVEST CORRETORA DE VALORES S.A.,274,0.09,24.66,aumenta,sem alteração,não altera,OK
2026-01-19,rendimento,RENDIMENTO,CREDITO,CXAG11,FUNDO DE INVESTIMENTO IMOBILIÁRIO CAIXA AGÊNCIAS,BANCO BTG PACTUAL S.A.,1,0.86,0.86,aumenta,sem alteração,não altera,OK
2026-01-16,rendimento,RENDIMENTO,CREDITO,CCME11,CANUMA CAPITAL MULTIESTRATÉGIA FDO DE INV IMOB,BANCO BTG PACTUAL S.A.,6,0.088,0.52,aumenta,sem alteração,não altera,OK
2026-01-15,rendimento,RENDIMENTO,CREDITO,BBGO11,BB FUNDO DE INVESTIMENTO DE CREDITO FIAGRO IMOBILIARIO RESPONSABILIDADE LIMITADA,NU INVEST CORRETORA DE VALORES S.A.,5,0.96,4.8,aumenta,sem alteração,não altera,OK
2026-01-15,rendimento,RENDIMENTO,CREDITO,BRCR11,FDO INV IMOB - FII BTG PACTUAL CORP. OFFICE FUND,BANCO BTG PACTUAL S.A.,1,0.41,0.41,aumenta,sem alteração,não altera,OK
2026-01-15,rendimento,RENDIMENTO,CREDITO,HGBS11,HEDGE BRASIL SHOPPING FDO INV IMOB,BANCO BTG PACTUAL S.A.,3,0.15,0.45,aumenta,sem alteração,não altera,OK
2026-01-15,rendimento,RENDIMENTO,CREDITO,HGBS11,HEDGE BRASIL SHOPPING FDO INV IMOB,NU INVEST CORRETORA DE VALORES S.A.,58,0.15,8.7,aumenta,sem alteração,não altera,OK
2026-01-15,rendimento,RENDIMENTO,CREDITO,HGCR11,PATRIA RECEBIVEIS IMOBILIARIOS - FIM- RESPONSABILIDADE LIMIT,NU INVEST CORRETORA DE VALORES S.A.,21,1,21,aumenta,sem alteração,não altera,OK
2026-01-15,rendimento,RENDIMENTO,CREDITO,JSRE11,JS REAL ESTATE MULTIGESTÃO - FII,BANCO BTG PACTUAL S.A.,1,0.48,0.48,aumenta,sem alteração,não altera,OK
2026-01-15,rendimento,RENDIMENTO,CREDITO,JURO11,SPARTA INFRA FIC FI INFRA RENDA FIXA CP,BANCO BTG PACTUAL S.A.,1,1,1,aumenta,sem alteração,não altera,OK
2026-01-15,rendimento,RENDIMENTO,CREDITO,MXRF11,MAXI RENDA FDO INV IMOB - FII,BANCO BTG PACTUAL S.A.,10,0.1,1,aumenta,sem alteração,não altera,OK
2026-01-15,rendimento,RENDIMENTO,CREDITO,MXRF11,MAXI RENDA FDO INV IMOB - FII,NU INVEST CORRETORA DE VALORES S.A.,40,0.1,4,aumenta,sem alteração,não altera,OK
2026-01-15,rendimento,RENDIMENTO,CREDITO,RZAG11,FDO INV CADEIAS PROD AGRO RIZA AGRO FIAGRO IMOB,BANCO BTG PACTUAL S.A.,6,0.15,0.9,aumenta,sem alteração,não altera,OK
2026-01-15,rendimento,RENDIMENTO,CREDITO,TEPP11,TELLUS PROPERTIES - FDO INV. IMOB,BANCO BTG PACTUAL S.A.,10,0.075,0.75,aumenta,sem alteração,não altera,OK
2026-01-15,rendimento,RENDIMENTO,CREDITO,TEPP11,TELLUS PROPERTIES - FDO INV. IMOB,NU INVEST CORRETORA DE VALORES S.A.,50,0.075,3.75,aumenta,sem alteração,não altera,OK
2026-01-15,rendimento,RENDIMENTO,CREDITO,TGAR11,FUNDO DE INVESTIMENTO IMOBILIARIO TG ATIVO REAL,NU INVEST CORRETORA DE VALORES S.A.,22,1,22,aumenta,sem alteração,não altera,OK
2026-01-15,rendimento,RENDIMENTO,CREDITO,TRXF11,TRX REAL ESTATE FDO. INV. IMOB. - FII,BANCO BTG PACTUAL S.A.,1,1,1,aumenta,sem alteração,não altera,OK
2026-01-15,rendimento,RENDIMENTO,CREDITO,VILG11,FII VINCI LG,BANCO BTG PACTUAL S.A.,1,0.74,0.74,aumenta,sem alteração,não altera,OK
2026-01-15,rendimento,RENDIMENTO,CREDITO,XPCI11,XP CREDITO IMOBILIÁRIO - FDO INV IMOB,BANCO BTG PACTUAL S.A.,1,0.88,0.88,aumenta,sem alteração,não altera,OK
2026-01-14,dividendo,DIVIDENDO,CREDITO,BMEB4,BCO MERCANTIL DO BRASIL S.A.,BANCO BTG PACTUAL S.A.,1,1.826,1.82,aumenta,sem alteração,não altera,OK
2026-01-14,juros sobre capital próprio,JCP,CREDITO,EMBJ3,EMBRAER S.A.,BANCO BTG PACTUAL S.A.,1,0.11,0.1,aumenta,sem alteração,não altera,OK
2026-01-14,rendimento,RENDIMENTO,CREDITO,KNCA11,KINEA CRÉDITO AGRO FIAGRO-IMOBILIÁRIO,BANCO BTG PACTUAL S.A.,1,1.2,1.2,aumenta,sem alteração,não altera,OK
2026-01-14,rendimento,RENDIMENTO,CREDITO,KNCA11,KINEA CRÉDITO AGRO FIAGRO-IMOBILIÁRIO,NU INVEST CORRETORA DE VALORES S.A.,4,1.2,4.8,aumenta,sem alteração,não altera,OK
2026-01-14,rendimento,RENDIMENTO,CREDITO,KNCR11,KINEA RENDIMENTOS IMOBILIÁRIOS FDO INV IMOB - FII,BANCO BTG PACTUAL S.A.,1,1.3,1.3,aumenta,sem alteração,não altera,OK
2026-01-14,rendimento,RENDIMENTO,CREDITO,KNSC11,KINEA SECURITIES FUNDO DE INVESTIMENTO IMOBILIARIO RESP LIMITADA,BANCO BTG PACTUAL S.A.,10,0.09,0.9,aumenta,sem alteração,não altera,OK
2026-01-14,rendimento,RENDIMENTO,CREDITO,KNSC11,KINEA SECURITIES FUNDO DE INVESTIMENTO IMOBILIARIO RESP LIMITADA,NU INVEST CORRETORA DE VALORES S.A.,550,0.09,49.5,aumenta,sem alteração,não altera,OK
2026-01-12,rendimento,RENDIMENTO,CREDITO,HABT11,HABITAT RECEBÍVEIS PULVERIZADOS - FII,BANCO BTG PACTUAL S.A.,1,0.95,0.95,aumenta,sem alteração,não altera,OK
2026-01-12,rendimento,RENDIMENTO,CREDITO,HABT11,HABITAT RECEBÍVEIS PULVERIZADOS - FII,NU INVEST CORRETORA DE VALORES S.A.,24,0.95,22.8,aumenta,sem alteração,não altera,OK
2026-01-09,rendimento,RENDIMENTO,CREDITO,PATL11,PÁTRIA LOGÍSTICA FUNDO DE INVESTIMENTO IMOBILIÁRIO,BANCO BTG PACTUAL S.A.,1,0.7,0.7,aumenta,sem alteração,não altera,OK
2026-01-08,rendimento,RENDIMENTO,CREDITO,HTMX11,FDO INV IMOB - FII HOTEL MAXINVEST,NU INVEST CORRETORA DE VALORES S.A.,7,1.25,8.75,aumenta,sem alteração,não altera,OK
2026-01-07,dividendo,DIVIDENDO,CREDITO,VALE3,VALE S.A.,GENIAL INSTITUCIONAL CCTVM S.A.,3,1.244,3.73,aumenta,sem alteração,não altera,OK
2026-01-02,juros sobre capital próprio,JCP,CREDITO,ITSA4,ITAUSA S.A.,BANCO BTG PACTUAL S.A.,5,0.024,0.1,aumenta,sem alteração,não altera,OK
2026-01-02,juros sobre capital próprio,JCP,CREDITO,ITUB4,ITAU UNIBANCO HOLDING S.A,BANCO BTG PACTUAL S.A.,1,0.018,0.01,aumenta,sem alteração,não altera,OK
2025-12-30,dividendo,DIVIDENDO,CREDITO,CMIG4,CIA. ENERGETICA DE MINAS GERAIS- CEMIG,BANCO BTG PACTUAL S.A.,4,0.146,0.58,aumenta,sem alteração,não altera,OK
2025-12-30,resgate,RESGATE,CREDITO,CPLE7,COMPANHIA PARANAENSE DE ENERGIA-COPEL,BANCO BTG PACTUAL S.A.,4,0.775,3.09,aumenta,reduz posição,não altera para posição remanescente,OK
2025-12-30,dividendo,DIVIDENDO,CREDITO,TIMS3,TIM S.A.,BANCO BTG PACTUAL S.A.,2,0.749,1.49,aumenta,sem alteração,não altera,OK
2025-12-30,dividendo,DIVIDENDO,CREDITO,VULC3,VULCABRAS S.A.,BANCO BTG PACTUAL S.A.,2,0.65,1.3,aumenta,sem alteração,não altera,OK
2025-12-29,rendimento,RENDIMENTO,CREDITO,BCIA11,BRADESCO CARTEIRA IMOBILIARIA ATIVA FUNDO DE FUNDOS DE INVESTIMENTO IMOBILIARIO FII,NU INVEST CORRETORA DE VALORES S.A.,4,0.86,3.44,aumenta,sem alteração,não altera,OK
2025-12-29,dividendo,DIVIDENDO,CREDITO,VULC3,VULCABRAS S.A.,BANCO BTG PACTUAL S.A.,2,0.125,0.25,aumenta,sem alteração,não altera,OK
2025-12-26,dividendo,DIVIDENDO,CREDITO,CSMG3,CIA SANEAMENTO DE MINAS GERAIS-COPASA MG,BANCO BTG PACTUAL S.A.,2,0.37,0.73,aumenta,sem alteração,não altera,OK
2025-12-23,juros sobre capital próprio,JCP,CREDITO,SLCE3,SLC AGRICOLA S.A.,BANCO BTG PACTUAL S.A.,3,0.045,0.12,aumenta,sem alteração,não altera,OK
2025-12-23,rendimento,RENDIMENTO,CREDITO,SNAG11,SUNO AGRO - FIAGRO-IMOBILIARIO,NU INVEST CORRETORA DE VALORES S.A.,40,0.13,5.2,aumenta,sem alteração,não altera,OK
2025-12-22,dividendo,DIVIDENDO,CREDITO,EMBJ3,EMBRAER S.A.,BANCO BTG PACTUAL S.A.,1,0.111,0.11,aumenta,sem alteração,não altera,OK
2025-12-22,rendimento,RENDIMENTO,CREDITO,RBRX11,RBR PLUS MULTIESTRATÉGIA REAL ESTATE FII,NU INVEST CORRETORA DE VALORES S.A.,49,0.09,4.41,aumenta,sem alteração,não altera,OK
2025-12-22,dividendo,DIVIDENDO,CREDITO,SLCE3,SLC AGRICOLA S.A.,BANCO BTG PACTUAL S.A.,3,0.861,2.58,aumenta,sem alteração,não altera,OK
2025-12-19,dividendo,DIVIDENDO,CREDITO,CEBR5,CIA ENERGETICA DE BRASILIA,BANCO BTG PACTUAL S.A.,2,1.666,3.33,aumenta,sem alteração,não altera,OK
2025-12-19,dividendo,DIVIDENDO,CREDITO,ITSA4,ITAUSA S.A.,BANCO BTG PACTUAL S.A.,5,0.775,3.87,aumenta,sem alteração,não altera,OK
2025-12-19,dividendo,DIVIDENDO,CREDITO,ITUB4,ITAU UNIBANCO HOLDING S.A.,BANCO BTG PACTUAL S.A.,1,1.868,1.86,aumenta,sem alteração,não altera,OK
2025-12-19,rendimento,RENDIMENTO,CREDITO,RZAK11,RIZA AKIN FDO. INV. IMOB. FII,BANCO BTG PACTUAL S.A.,1,1.1,1.1,aumenta,sem alteração,não altera,OK
2025-12-19,rendimento,RENDIMENTO,CREDITO,RZAK11,RIZA AKIN FDO. INV. IMOB. FII,NU INVEST CORRETORA DE VALORES S.A.,5,1.1,5.5,aumenta,sem alteração,não altera,OK
2025-12-17,rendimento,RENDIMENTO,CREDITO,CPTS11,CAPITANIA SECURITIES II FUNDO DE INVESTIMENTO IMOBILIARIO RESPONSABILIDADE LIMITADA,BANCO BTG PACTUAL S.A.,10,0.09,0.9,aumenta,sem alteração,não altera,OK
2025-12-17,rendimento,RENDIMENTO,CREDITO,CPTS11,CAPITANIA SECURITIES II FUNDO DE INVESTIMENTO IMOBILIARIO RESPONSABILIDADE LIMITADA,NU INVEST CORRETORA DE VALORES S.A.,274,0.09,24.66,aumenta,sem alteração,não altera,OK
2025-12-16,rendimento,RENDIMENTO,CREDITO,CXAG11,FUNDO DE INVESTIMENTO IMOBILIÁRIO CAIXA AGÊNCIAS,BANCO BTG PACTUAL S.A.,1,0.72,0.72,aumenta,sem alteração,não altera,OK
2025-12-16,dividendo,DIVIDENDO,CREDITO,UNIP3,UNIPAR CARBOCLORO S.A.,BANCO BTG PACTUAL S.A.,1,5.482,5.48,aumenta,sem alteração,não altera,OK
2025-12-16,dividendo,DIVIDENDO,CREDITO,UNIP3,UNIPAR CARBOCLORO S.A.,BANCO BTG PACTUAL S.A.,1,0.406,0.4,aumenta,sem alteração,não altera,OK
2025-12-15,rendimento,RENDIMENTO,CREDITO,CCME11,CANUMA CAPITAL MULTIESTRATÉGIA FDO DE INV IMOB,BANCO BTG PACTUAL S.A.,6,0.084,0.5,aumenta,sem alteração,não altera,OK
2025-12-15,dividendo,DIVIDENDO,CREDITO,VULC3,VULCABRAS S.A.,BANCO BTG PACTUAL S.A.,2,2.2,4.4,aumenta,sem alteração,não altera,OK
2025-12-12,juros sobre capital próprio,JCP,CREDITO,BBAS3,BANCO DO BRASIL S.A.,BANCO BTG PACTUAL S.A.,2,0.046,0.08,aumenta,sem alteração,não altera,OK
2025-12-12,rendimento,RENDIMENTO,CREDITO,BBGO11,BB FUNDO DE INVESTIMENTO DE CREDITO FIAGRO IMOBILIARIO RESPONSABILIDADE LIMITADA,NU INVEST CORRETORA DE VALORES S.A.,5,0.9,4.5,aumenta,sem alteração,não altera,OK
2025-12-12,rendimento,RENDIMENTO,CREDITO,BRCR11,FDO INV IMOB - FII BTG PACTUAL CORP. OFFICE FUND,BANCO BTG PACTUAL S.A.,1,0.41,0.41,aumenta,sem alteração,não altera,OK
2025-12-12,rendimento,RENDIMENTO,CREDITO,HABT11,HABITAT RECEBÍVEIS PULVERIZADOS - FII,BANCO BTG PACTUAL S.A.,1,0.95,0.95,aumenta,sem alteração,não altera,OK
2025-12-12,rendimento,RENDIMENTO,CREDITO,HABT11,HABITAT RECEBÍVEIS PULVERIZADOS - FII,NU INVEST CORRETORA DE VALORES S.A.,24,0.95,22.8,aumenta,sem alteração,não altera,OK
2025-12-12,rendimento,RENDIMENTO,CREDITO,HGBS11,HEDGE BRASIL SHOPPING FDO INV IMOB,BANCO BTG PACTUAL S.A.,3,0.15,0.45,aumenta,sem alteração,não altera,OK
2025-12-12,rendimento,RENDIMENTO,CREDITO,HGBS11,HEDGE BRASIL SHOPPING FDO INV IMOB,NU INVEST CORRETORA DE VALORES S.A.,58,0.15,8.7,aumenta,sem alteração,não altera,OK
2025-12-12,rendimento,RENDIMENTO,CREDITO,HGCR11,PATRIA RECEBIVEIS IMOBILIARIOS - FIM- RESPONSABILIDADE LIMIT,NU INVEST CORRETORA DE VALORES S.A.,21,1,21,aumenta,sem alteração,não altera,OK
2025-12-12,rendimento,RENDIMENTO,CREDITO,JSRE11,JS REAL ESTATE MULTIGESTÃO - FII,BANCO BTG PACTUAL S.A.,1,0.48,0.48,aumenta,sem alteração,não altera,OK
2025-12-12,rendimento,RENDIMENTO,CREDITO,JURO11,SPARTA INFRA FIC FI INFRA RENDA FIXA CP,BANCO BTG PACTUAL S.A.,1,1,1,aumenta,sem alteração,não altera,OK
2025-12-12,rendimento,RENDIMENTO,CREDITO,MXRF11,MAXI RENDA FDO INV IMOB - FII,BANCO BTG PACTUAL S.A.,10,0.1,1,aumenta,sem alteração,não altera,OK
2025-12-12,rendimento,RENDIMENTO,CREDITO,MXRF11,MAXI RENDA FDO INV IMOB - FII,NU INVEST CORRETORA DE VALORES S.A.,40,0.1,4,aumenta,sem alteração,não altera,OK
2025-12-12,rendimento,RENDIMENTO,CREDITO,RZAG11,FDO INV CADEIAS PROD AGRO RIZA AGRO FIAGRO IMOB,BANCO BTG PACTUAL S.A.,6,0.125,0.75,aumenta,sem alteração,não altera,OK
2025-12-12,rendimento,RENDIMENTO,CREDITO,TEPP11,TELLUS PROPERTIES - FDO INV. IMOB,BANCO BTG PACTUAL S.A.,10,0.074,0.74,aumenta,sem alteração,não altera,OK
2025-12-12,rendimento,RENDIMENTO,CREDITO,TEPP11,TELLUS PROPERTIES - FDO INV. IMOB,NU INVEST CORRETORA DE VALORES S.A.,50,0.074,3.7,aumenta,sem alteração,não altera,OK
2025-12-12,rendimento,RENDIMENTO,CREDITO,TGAR11,FUNDO DE INVESTIMENTO IMOBILIARIO TG ATIVO REAL,NU INVEST CORRETORA DE VALORES S.A.,22,1,22,aumenta,sem alteração,não altera,OK
2025-12-12,rendimento,RENDIMENTO,CREDITO,TRXF11,TRX REAL ESTATE FDO. INV. IMOB. - FII,BANCO BTG PACTUAL S.A.,1,0.93,0.93,aumenta,sem alteração,não altera,OK
2025-12-12,rendimento,RENDIMENTO,CREDITO,VILG11,FII VINCI LG,BANCO BTG PACTUAL S.A.,1,0.72,0.72,aumenta,sem alteração,não altera,OK
2025-12-12,juros sobre capital próprio,JCP,CREDITO,WEGE3,WEG S.A.,BANCO BTG PACTUAL S.A.,1,0.111,0.1,aumenta,sem alteração,não altera,OK
2025-12-12,dividendo,DIVIDENDO,CREDITO,WEGE3,WEG S.A.,BANCO BTG PACTUAL S.A.,1,0.342,0.34,aumenta,sem alteração,não altera,OK
2025-12-12,juros sobre capital próprio,JCP,CREDITO,WEGE3,WEG S.A.,BANCO BTG PACTUAL S.A.,1,0.11,0.1,aumenta,sem alteração,não altera,OK
2025-12-12,rendimento,RENDIMENTO,CREDITO,XPCI11,XP CREDITO IMOBILIÁRIO - FDO INV IMOB,BANCO BTG PACTUAL S.A.,1,0.9,0.9,aumenta,sem alteração,não altera,OK
2025-12-11,rendimento,RENDIMENTO,CREDITO,KNCA11,KINEA CRÉDITO AGRO FIAGRO-IMOBILIÁRIO,BANCO BTG PACTUAL S.A.,1,1.01,1.01,aumenta,sem alteração,não altera,OK
2025-12-11,rendimento,RENDIMENTO,CREDITO,KNCA11,KINEA CRÉDITO AGRO FIAGRO-IMOBILIÁRIO,NU INVEST CORRETORA DE VALORES S.A.,4,1.01,4.04,aumenta,sem alteração,não altera,OK
2025-12-11,rendimento,RENDIMENTO,CREDITO,KNCR11,KINEA RENDIMENTOS IMOBILIÁRIOS FDO INV IMOB - FII,BANCO BTG PACTUAL S.A.,1,1.11,1.11,aumenta,sem alteração,não altera,OK
2025-12-11,rendimento,RENDIMENTO,CREDITO,KNSC11,KINEA SECURITIES FUNDO DE INVESTIMENTO IMOBILIARIO RESP LIMITADA,BANCO BTG PACTUAL S.A.,10,0.09,0.9,aumenta,sem alteração,não altera,OK
2025-12-11,rendimento,RENDIMENTO,CREDITO,KNSC11,KINEA SECURITIES FUNDO DE INVESTIMENTO IMOBILIARIO RESP LIMITADA,NU INVEST CORRETORA DE VALORES S.A.,550,0.09,49.5,aumenta,sem alteração,não altera,OK
2025-12-08,rendimento,RENDIMENTO,CREDITO,PATL11,PÁTRIA LOGÍSTICA FUNDO DE INVESTIMENTO IMOBILIÁRIO,BANCO BTG PACTUAL S.A.,1,0.57,0.57,aumenta,sem alteração,não altera,OK
2025-12-05,rendimento,RENDIMENTO,CREDITO,HTMX11,FDO INV IMOB - FII HOTEL MAXINVEST,NU INVEST CORRETORA DE VALORES S.A.,7,1.8,12.6,aumenta,sem alteração,não altera,OK
2025-12-01,juros sobre capital próprio,JCP,CREDITO,ITUB4,ITAU UNIBANCO HOLDING S.A.,BANCO BTG PACTUAL S.A.,1,0.018,0.01,aumenta,sem alteração,não altera,OK
2025-12-01,dividendo,DIVIDENDO,CREDITO,VULC3,VULCABRAS S.A.,BANCO BTG PACTUAL S.A.,2,0.125,0.25,aumenta,sem alteração,não altera,OK
2025-11-28,dividendo,DIVIDENDO,CREDITO,AGRO3,BRASILAGRO CIA BRASILEIRA DE PROP AGRICOLAS,BANCO BTG PACTUAL S.A.,2,0.753,1.5,aumenta,sem alteração,não altera,OK
2025-11-28,rendimento,RENDIMENTO,CREDITO,BCIA11,BRADESCO CARTEIRA IMOBILIARIA ATIVA FUNDO DE FUNDOS DE INVESTIMENTO IMOBILIARIO FII,NU INVEST CORRETORA DE VALORES S.A.,4,0.86,3.44,aumenta,sem alteração,não altera,OK
2025-11-25,rendimento,RENDIMENTO,CREDITO,RBRX11,RBR PLUS MULTIESTRATÉGIA REAL ESTATE FII,NU INVEST CORRETORA DE VALORES S.A.,49,0.09,4.41,aumenta,sem alteração,não altera,OK
2025-11-25,rendimento,RENDIMENTO,CREDITO,SNAG11,SUNO AGRO - FIAGRO-IMOBILIARIO,NU INVEST CORRETORA DE VALORES S.A.,40,0.13,5.2,aumenta,sem alteração,não altera,OK
2025-11-24,rendimento,RENDIMENTO,CREDITO,RZAK11,RIZA AKIN FDO. INV. IMOB. FII,BANCO BTG PACTUAL S.A.,1,1.1,1.1,aumenta,sem alteração,não altera,OK
2025-11-24,rendimento,RENDIMENTO,CREDITO,RZAK11,RIZA AKIN FDO. INV. IMOB. FII,NU INVEST CORRETORA DE VALORES S.A.,5,1.1,5.5,aumenta,sem alteração,não altera,OK
2025-11-19,rendimento,RENDIMENTO,CREDITO,CPTS11,CAPITANIA SECURITIES II FUNDO DE INVESTIMENTO IMOBILIARIO RESPONSABILIDADE LIMITADA,BANCO BTG PACTUAL S.A.,10,0.09,0.9,aumenta,sem alteração,não altera,OK
2025-11-19,rendimento,RENDIMENTO,CREDITO,CPTS11,CAPITANIA SECURITIES II FUNDO DE INVESTIMENTO IMOBILIARIO RESPONSABILIDADE LIMITADA,NU INVEST CORRETORA DE VALORES S.A.,274,0.09,24.66,aumenta,sem alteração,não altera,OK
2025-11-18,rendimento,RENDIMENTO,CREDITO,CXAG11,FUNDO DE INVESTIMENTO IMOBILIÁRIO CAIXA AGÊNCIAS,BANCO BTG PACTUAL S.A.,1,0.7,0.7,aumenta,sem alteração,não altera,OK
2025-11-17,rendimento,RENDIMENTO,CREDITO,CCME11,CANUMA CAPITAL MULTIESTRATÉGIA FDO DE INV IMOB,BANCO BTG PACTUAL S.A.,6,0.084,0.5,aumenta,sem alteração,não altera,OK
2025-11-14,rendimento,RENDIMENTO,CREDITO,BBGO11,BB FUNDO DE INVESTIMENTO DE CREDITO FIAGRO IMOBILIARIO RESPONSABILIDADE LIMITADA,NU INVEST CORRETORA DE VALORES S.A.,5,0.9,4.5,aumenta,sem alteração,não altera,OK
2025-11-14,rendimento,RENDIMENTO,CREDITO,BRCR11,FDO INV IMOB - FII BTG PACTUAL CORP. OFFICE FUND,BANCO BTG PACTUAL S.A.,1,0.41,0.41,aumenta,sem alteração,não altera,OK
2025-11-14,rendimento,RENDIMENTO,CREDITO,HGBS11,HEDGE BRASIL SHOPPING FDO INV IMOB,BANCO BTG PACTUAL S.A.,3,0.15,0.45,aumenta,sem alteração,não altera,OK
2025-11-14,rendimento,RENDIMENTO,CREDITO,HGBS11,HEDGE BRASIL SHOPPING FDO INV IMOB,NU INVEST CORRETORA DE VALORES S.A.,58,0.15,8.7,aumenta,sem alteração,não altera,OK
