Produto,Instituição,Código ISIN,Indexador,Vencimento,Quantidade,Quantidade Disponível,Quantidade Indisponível,Motivo,Valor Aplicado,Valor bruto,Valor líquido,Valor Atualizado
Tesouro Prefixado com Juros Semestrais 2031,NU INVESTIMENTOS S.A. - CTVM,BRSTNCNTF204,prefixado,01/01/2031,"0,08","0,08",0,-," R$84,49 "," R$73,41 "," R$73,37 "," R$73,41 "
